"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
731,77,"69967066","SMAIT Buahati Islamic School",521.093,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
732,66,"20268809","SMAS IT NURURRAHMAN",521.057,"JAWA BARAT","KOTA DEPOK","SMA"
733,46,"30401786","SMAN 1 BONTANG",520.979,"KALIMANTAN TIMUR","KOTA BONTANG","SMA"
734,159,"69976449","MAN INSAN CENDEKIA SAMBAS",520.97,"KALIMANTAN BARAT","KAB. SAMBAS","MA"
735,126,"20326490","SMAN 1 BUMIAYU",520.901,"JAWA TENGAH","KAB. BREBES","SMA"
736,199,"20177927","MAN 7 JAKARTA",520.815,"DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
737,63,"20215991","SMAN 1 SINDANG",520.709,"JAWA BARAT","KAB. INDRAMAYU","SMA"
738,263,"20102597","SMKN 8 JAKARTA",520.678,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
739,235,"20323503","SMA NEGERI 1 WIRADESA",520.662,"JAWA TENGAH","KAB. PEKALONGAN","SMA"
740,150,"20101621","SMAN 23 JAKARTA",520.596,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
741,145,"20580048","MAN 2 KOTA MADIUN",520.529,"JAWA TIMUR","KOTA MADIUN","MA"
742,259,"20330284","SMAN 1 ROWOKELE",520.467,"JAWA TENGAH","KAB. KEBUMEN","SMA"
743,38,"20327979","SMAS MTA SURAKARTA",520.437,"JAWA TENGAH","KOTA SURAKARTA","SMA"
744,173,"20208419","SMAN 1 SUMEDANG",520.375,"JAWA BARAT","KAB. SUMEDANG","SMA"
745,34,"20302168","SMAN 4 PURWOKERTO",520.366,"JAWA TENGAH","KAB. BANYUMAS","SMA"
746,90,"20100223","SMAN 27 JAKARTA",520.353,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
747,99,"20363269","MAS ISLAMIC CENTRE BIN BAZ",520.346,"DI YOGYAKARTA","KAB. BANTUL","MA"
748,166,"20200601","SMAN 1 LEUWILIANG",520.316,"JAWA BARAT","KAB. BOGOR","SMA"
749,24,"20519303","SMAN 1 BANGIL",520.316,"JAWA TIMUR","KAB. PASURUAN","SMA"
750,104,"20257102","SMAS IT THORIQ BIN ZIYAD",520.313,"JAWA BARAT","KAB. BEKASI","SMA"
751,74,"20318318","SMK NEGERI 3 JEPARA",520.25,"JAWA TENGAH","KAB. JEPARA","SMK"
752,48,"20100219","SMAN 24 JAKARTA",520.129,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
753,248,"20508492","SMAN 2 NGAWI",520.106,"JAWA TIMUR","KAB. NGAWI","SMA"
754,247,"20102569","SMAN 74 JAKARTA",520.088,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
755,133,"20501700","SMAN 4 SIDOARJO",520.082,"JAWA TIMUR","KAB. SIDOARJO","SMA"
756,245,"30405623","SMAN 2 SANGATTA UTARA",520.071,"KALIMANTAN TIMUR","KAB. KUTAI TIMUR","SMA"
757,96,"10307524","SMAN 2 BUKITTINGGI",520.063,"SUMATERA BARAT","KOTA BUKITTINGGI","SMA"
758,153,"20623275","MAN 2 KOTA SERANG",520.061,"BANTEN","KOTA SERANG","MA"
759,59,"20300732","SMA NEGERI 1 MAJENANG",520.047,"JAWA TENGAH","KAB. CILACAP","SMA"
760,172,"20402089","SMKN 2 WONOSARI",520.003,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMK"
761,238,"10404022","SMAS SANTA MARIA",520,"RIAU","KOTA PEKANBARU","SMA"
762,239,"20551724","SMAN 1 SUTOJAYAN",519.932,"JAWA TIMUR","KAB. BLITAR","SMA"
763,218,"20554539","SMAS BRAWIJAYA SMART SCHOOL",519.866,"JAWA TIMUR","KOTA MALANG","SMA"
764,237,"20403144","SMAS SANTA MARIA",519.8,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
765,86,"20311331","SMAN 2 WONOGIRI",519.759,"JAWA TENGAH","KAB. WONOGIRI","SMA"
766,91,"20177948","MAS PEMBANGUNAN UIN",519.748,"DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
767,163,"20541242","SMAN 1 SUMBERREJO",519.712,"JAWA TIMUR","KAB. BOJONEGORO","SMA"
768,59,"10303467","SMAS DON BOSCO",519.596,"SUMATERA BARAT","KOTA PADANG","SMA"
769,210,"20339018","SMA NEGERI 1 JAKENAN",519.588,"JAWA TENGAH","KAB. PATI","SMA"
770,143,"20523826","SMAN 4 JEMBER",519.507,"JAWA TIMUR","KAB. JEMBER","SMA"
771,180,"20308441","SMAN 1 TERAS",519.432,"JAWA TENGAH","KAB. BOYOLALI","SMA"
772,229,"20317492","SMAN 1 GEBOG",519.426,"JAWA TENGAH","KAB. KUDUS","SMA"
773,121,"20401193","SMKN 1 DEPOK",519.426,"DI YOGYAKARTA","KAB. SLEMAN","SMK"
774,155,"20219237","SMAN 16 BANDUNG",519.408,"JAWA BARAT","KOTA BANDUNG","SMA"
775,218,"20107305","SMA ISLAM AL-AZHAR 2 JAKARTA",519.363,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
776,35,"20306172","SMAN 6 PURWOREJO",519.3,"JAWA TENGAH","KAB. PURWOREJO","SMA"
777,19,"30201848","SMAN 1 PANGKALAN BUN",519.263,"KALIMANTAN TENGAH","KAB. KOTAWARINGIN BARAT","SMA"
778,96,"20503415","SMA NEGERI 1 JOMBANG",519.179,"JAWA TIMUR","KAB. JOMBANG","SMA"
779,186,"10801972","SMAS SUGAR GROUP B MATARAM",519.125,"LAMPUNG","KAB. LAMPUNG TENGAH","SMA"
780,221,"20219178","SMKN 1 BANDUNG",519.035,"JAWA BARAT","KOTA BANDUNG","SMK"
781,119,"20328448","SMAN 2 SALATIGA",518.954,"JAWA TENGAH","KOTA SALATIGA","SMA"
782,219,"20310420","SMAN 2 SUKOHARJO",518.898,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
783,44,"20219246","SMAN 19 BANDUNG",518.895,"JAWA BARAT","KOTA BANDUNG","SMA"
784,107,"20326488","SMAN 1 BREBES",518.886,"JAWA TENGAH","KAB. BREBES","SMA"
785,123,"10700669","SMAN 1 REJANG LEBONG",518.856,"BENGKULU","KAB. REJANG LEBONG","SMA"
786,215,"20580291","MAN 1 JEMBER",518.827,"JAWA TIMUR","KAB. JEMBER","MA"
787,181,"10504684","SMAN 1 KOTA JAMBI",518.814,"JAMBI","KOTA JAMBI","SMA"
788,165,"20538321","SMAN 1 NGANJUK",518.722,"JAWA TIMUR","KAB. NGANJUK","SMA"
789,212,"20303240","SMKN 1 PURBALINGGA",518.611,"JAWA TENGAH","KAB. PURBALINGGA","SMK"
790,211,"50102081","SMAN 1 SUKAWATI",518.588,"BALI","KAB. GIANYAR","SMA"
791,39,"69897124","SMA ISLAM AL AZHAR 14",518.585,"JAWA TENGAH","KOTA SEMARANG","SMA"
792,84,"20401136","SMKN 1 TEMPEL",518.426,"DI YOGYAKARTA","KAB. SLEMAN","SMK"
793,41,"69980514","MAN INSAN CENDEKIA KOTA PALU",518.351,"SULAWESI TENGAH","KOTA PALU","MA"
794,64,"10900238","SMAN 1 BELINYU",518.22,"KEPULAUAN BANGKA BELITUNG","KAB. BANGKA","SMA"
795,206,"10303090","SMA N 1 PASAMAN",518.157,"SUMATERA BARAT","KAB. PASAMAN BARAT","SMA"
796,72,"20535465","UPT SMA NEGERI 2 PASURUAN",518.088,"JAWA TIMUR","KOTA PASURUAN","SMA"
797,90,"20401128","SMAN 1 NGEMPLAK",518.077,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
798,72,"20327586","SMKN 2 MAGELANG",518.044,"JAWA TENGAH","KOTA MAGELANG","SMK"
799,171,"20102215","SMAN 32 JAKARTA",518.029,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
800,33,"20222311","SMAN 6 CIREBON",518.015,"JAWA BARAT","KOTA CIREBON","SMA"
801,175,"20321835","SMAN 1 SUKOREJO",517.958,"JAWA TENGAH","KAB. KENDAL","SMA"
802,95,"50202522","SMAN 1 SELONG",517.934,"NUSA TENGGARA BARAT","KAB. LOMBOK TIMUR","SMA"
803,166,"20219233","SMAN 26 BANDUNG",517.923,"JAWA BARAT","KOTA BANDUNG","SMA"
804,197,"20601874","SMAN 1 RANGKASBITUNG",517.909,"BANTEN","KAB. LEBAK","SMA"
805,36,"10404015","SMA NEGERI 4 PEKANBARU",517.87,"RIAU","KOTA PEKANBARU","SMA"
806,32,"20301902","SMKS TELEKOMUNIKASI SANDHY PUTRA PURWOKERTO",517.865,"JAWA TENGAH","KAB. BANYUMAS","SMK"
807,194,"20237998","SMAN 5 TAMBUN SELATAN",517.826,"JAWA BARAT","KAB. BEKASI","SMA"
808,193,"20311307","SMAN 1 BATURETNO",517.816,"JAWA TENGAH","KAB. WONOGIRI","SMA"
809,177,"20103313","SMAN 50 JAKARTA",517.733,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
810,191,"20103294","SMAN 100 JAKARTA",517.724,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
811,190,"20303985","SMAN 1 BAWANG",517.72,"JAWA TENGAH","KAB. BANJARNEGARA","SMA"
812,118,"69964938","SMA NEGERI 3 SUMATERA BARAT",517.691,"SUMATERA BARAT","KAB. PASAMAN","SMA"
813,188,"20505015","SMA NEGERI JATIROGO",517.643,"JAWA TIMUR","KAB. TUBAN","SMA"
814,187,"69857937","SMAN 11 Kota Depok",517.541,"JAWA BARAT","KOTA DEPOK","SMA"
815,186,"20305011","SMAN 1 KLIRONG",517.538,"JAWA TENGAH","KAB. KEBUMEN","SMA"
816,185,"20502724","SMAN 1 MOJOSARI",517.526,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
817,126,"20103282","SMAN 22 JAKARTA",517.517,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
818,183,"20310436","SMKN 1 SUKOHARJO",517.495,"JAWA TENGAH","KAB. SUKOHARJO","SMK"
819,182,"20101583","SMAN 96 JAKARTA",517.453,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
820,141,"20401129","SMAN 1 NGAGLIK",517.407,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
821,100,"20251793","SMAN 1 CILEUNYI",517.383,"JAWA BARAT","KAB. BANDUNG","SMA"
822,5,"20403280","SMKN 2 YOGYAKARTA",517.37,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
823,140,"20532238","SMAN 14 SURABAYA",517.347,"JAWA TIMUR","KOTA SURABAYA","SMA"
824,19,"10807030","SMA S FRANSISCUS",517.258,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
825,36,"20107322","SMAS PANGUDI LUHUR JAKARTA",517.257,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
826,61,"20218356","SMAN 1 CIKARANG UTARA",517.219,"JAWA BARAT","KAB. BEKASI","SMA"
827,174,"69851425","SMA NEGERI 10 DEPOK",517.199,"JAWA BARAT","KOTA DEPOK","SMA"
828,50,"50103120","SMAN 7 DENPASAR",517.17,"BALI","KOTA DENPASAR","SMA"
829,172,"69882330","SMA PESANTREN UNGGUL AL BAYAN ANYER",517.098,"BANTEN","KAB. SERANG","SMA"
830,138,"50100843","SMAN 1 NEGARA",517.065,"BALI","KAB. JEMBRANA","SMA"
831,170,"20540061","SMAS KATHOLIK UNTUNG SURAPATI SIDOARJO",517.063,"JAWA TIMUR","KAB. SIDOARJO","SMA"
832,70,"20401137","SMKN 1 GODEAN",517.062,"DI YOGYAKARTA","KAB. SLEMAN","SMK"
833,91,"20325258","SMKN 1 SLAWI",517.042,"JAWA TENGAH","KAB. TEGAL","SMK"
834,167,"20229150","SMAS CAKRA BUANA",516.986,"JAWA BARAT","KOTA DEPOK","SMA"
835,166,"20613771","SMAN 28 KABUPATEN TANGERANG",516.974,"BANTEN","KAB. TANGERANG","SMA"
836,165,"20402124","SMAN 1 KARANGMOJO",516.908,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMA"
837,164,"10300830","SMAN 1 LUBUK SIKAPING",516.898,"SUMATERA BARAT","KAB. PASAMAN","SMA"
838,46,"20219141","SMKN 7 BANDUNG",516.871,"JAWA BARAT","KOTA BANDUNG","SMK"
839,80,"20206208","SMAN 1 PADALARANG",516.835,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
840,110,"20102565","SMAN 86 JAKARTA",516.82,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
841,160,"20362990","MAN 2 KEBUMEN",516.815,"JAWA TENGAH","KAB. KEBUMEN","MA"
842,173,"20310495","SMAS ASSALAM SUKOHARJO",516.784,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
843,158,"20515431","SMAN 1 KAUMAN",516.784,"JAWA TIMUR","KAB. TULUNGAGUNG","SMA"
844,157,"20314881","SMAN 1 RANDUBLATUNG",516.685,"JAWA TENGAH","KAB. BLORA","SMA"
845,263,"69766189","SMAS IT DAARUL HIKMAH",516.566,"KALIMANTAN TIMUR","KOTA BONTANG","SMA"
846,155,"30103480","SMAN 1 KETAPANG",516.539,"KALIMANTAN BARAT","KAB. KETAPANG","SMA"
847,102,"20580038","MAN KOTA BATU",516.526,"JAWA TIMUR","KOTA BATU","MA"
848,153,"20536295","SMAN 4 PROBOLINGGO",516.479,"JAWA TIMUR","KOTA PROBOLINGGO","SMA"
849,91,"20584211","MAN 1 MALANG",516.456,"JAWA TIMUR","KAB. MALANG","MA"
850,122,"69857938","SMAN 12 KOTA DEPOK",516.44,"JAWA BARAT","KOTA DEPOK","SMA"
851,150,"20363260","MAN 2 WONOSOBO",516.417,"JAWA TENGAH","KAB. WONOSOBO","MA"
852,116,"20525600","SMA NEGERI 2 TARUNA BHAYANGKARA JAWA TIMUR",516.414,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
853,148,"20300719","SMA NEGERI 1 KROYA",516.403,"JAWA TENGAH","KAB. CILACAP","SMA"
854,147,"30105075","SMAS GEMBALA BAIK PONTIANAK",516.36,"KALIMANTAN BARAT","KOTA PONTIANAK","SMA"
855,146,"20580044","MAN 1 KOTA KEDIRI",516.349,"JAWA TIMUR","KOTA KEDIRI","MA"
856,145,"20102586","SMKN 25 JAKARTA",516.227,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
857,88,"20330346","SMAS AL ISLAM 1 SURAKARTA",516.206,"JAWA TENGAH","KOTA SURAKARTA","SMA"
858,101,"30105462","SMAS SANTO IGNASIUS SINGKAWANG",516.203,"KALIMANTAN BARAT","KOTA SINGKAWANG","SMA"
859,26,"20219235","SMAN 17 BANDUNG",516.198,"JAWA BARAT","KOTA BANDUNG","SMA"
860,80,"20109516","SMAS INTERNATIONAL ISLAMIC HIGH SCHOOL (IIHS)",516.182,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
861,129,"20311332","SMAN 1 WURYANTORO",516.176,"JAWA TENGAH","KAB. WONOGIRI","SMA"
862,139,"10702417","SMAS SINT CAROLUS",516.081,"BENGKULU","KOTA BENGKULU","SMA"
863,138,"20517737","SMAN 1 TUREN",516.029,"JAWA TIMUR","KAB. MALANG","SMA"
864,137,"20613470","SMAN 1 KABUPATEN TANGERANG",516.028,"BANTEN","KAB. TANGERANG","SMA"
865,34,"20318339","SMA NEGERI 1 PECANGAAN",516.026,"JAWA TENGAH","KAB. JEPARA","SMA"
866,86,"20537011","SMAN 1 KEBOMAS",515.98,"JAWA TIMUR","KAB. GRESIK","SMA"
867,60,"20584790","MAN 2 TULUNGAGUNG",515.959,"JAWA TIMUR","KAB. TULUNGAGUNG","MA"
868,133,"69893110","SMA DAARUT TAUHIID BOARDING SCHOOL",515.952,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
869,71,"20252020","SMA IIBS",515.936,"JAWA BARAT","KAB. BEKASI","SMA"
870,131,"20231339","SMAN 3 CIBINONG",515.907,"JAWA BARAT","KAB. BOGOR","SMA"
871,39,"20280328","MAS PERSIS TAROGONG",515.906,"JAWA BARAT","KAB. GARUT","MA"
872,129,"20219161","SMKN 13 BANDUNG",515.899,"JAWA BARAT","KOTA BANDUNG","SMK"
873,42,"30401059","SMA Negeri 2 Samarinda",515.897,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
874,70,"10307616","SMKN ANALIS KIMIA PADANG",515.895,"SUMATERA BARAT","KOTA PADANG","SMK"
875,41,"10609706","SMA XAVERIUS 03 PALEMBANG",515.894,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
876,79,"P9908270","PKBM HOME SCHOOLING PRIMAGAMA",515.855,"DI YOGYAKARTA","KOTA YOGYAKARTA","PKBM"
877,32,"20330335","SMKN 2 KEBUMEN",515.845,"JAWA TENGAH","KAB. KEBUMEN","SMK"
878,123,"11000434","SMAN 2 TANJUNGPINANG",515.829,"KEPULAUAN RIAU","KOTA TANJUNGPINANG","SMA"
879,68,"20312189","SMAN 2 KARANGANYAR",515.824,"JAWA TENGAH","KAB. KARANGANYAR","SMA"
880,31,"20309526","SMKN 2 KLATEN",515.753,"JAWA TENGAH","KAB. KLATEN","SMK"
881,29,"30401066","SMA Negeri 1 Samarinda",515.749,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
882,119,"20322741","SMA NEGERI 1 SUBAH",515.691,"JAWA TENGAH","KAB. BATANG","SMA"
883,23,"20328460","SMKN 2 SALATIGA",515.685,"JAWA TENGAH","KOTA SALATIGA","SMK"
884,117,"20107292","SMAS DARUNNAJAH",515.667,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
885,116,"20400407","SMA NEGERI 1 BAMBANGLIPURO",515.658,"DI YOGYAKARTA","KAB. BANTUL","SMA"
886,115,"20330459","SMKN 1 PURWOKERTO",515.611,"JAWA TENGAH","KAB. BANYUMAS","SMK"
887,188,"20220322","SMAS BINA INSANI",515.583,"JAWA BARAT","KOTA BOGOR","SMA"
888,113,"20102580","SMK NEGERI 41 JAKARTA",515.529,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
889,105,"20221590","SMAS MARDI YUANA",515.486,"JAWA BARAT","KOTA SUKABUMI","SMA"
890,111,"20532235","SMAN 3 SURABAYA",515.474,"JAWA TIMUR","KOTA SURABAYA","SMA"
891,110,"20318338","SMA NEGERI 1 TAHUNAN",515.474,"JAWA TENGAH","KAB. JEPARA","SMA"
892,215,"10404988","SMAN BINSUS KOTA DUMAI",515.422,"RIAU","KOTA DUMAI","SMA"
893,108,"20221559","SMAN 1 SUKABUMI",515.39,"JAWA BARAT","KOTA SUKABUMI","SMA"
894,107,"20328970","SMK NEGERI 02",515.379,"JAWA TENGAH","KOTA SEMARANG","SMK"
895,106,"10210832","SMAS WR SUPRATMAN 2",515.26,"SUMATERA UTARA","KOTA MEDAN","SMA"
896,96,"10498808","MAN 1 PEKANBARU",515.238,"RIAU","KOTA PEKANBARU","MA"
897,104,"20223019","SMAN 10 BEKASI",515.2,"JAWA BARAT","KOTA BEKASI","SMA"
898,103,"50102004","SMAN 1 UBUD",515.197,"BALI","KAB. GIANYAR","SMA"
899,27,"20206227","SMAN 1 CISARUA",515.186,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
900,22,"50103126","SMAN 2 DENPASAR",515.169,"BALI","KOTA DENPASAR","SMA"
901,76,"20400375","SMA NEGERI 1 PLERET",515.105,"DI YOGYAKARTA","KAB. BANTUL","SMA"
902,16,"20100779","SMAN 75 JAKARTA",515.088,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
903,98,"30201459","SMAN 1 SAMPIT",515.064,"KALIMANTAN TENGAH","KAB. KOTAWARINGIN TIMUR","SMA"
904,97,"20403182","SMAS BOPKRI 2",515.044,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
905,82,"50204515","SMAN 5 MATARAM",515.036,"NUSA TENGGARA BARAT","KOTA MATARAM","SMA"
906,95,"20330282","SMAN 1 KARANGANYAR",515.022,"JAWA TENGAH","KAB. KEBUMEN","SMA"
907,94,"20202317","SMAN 1 CIBADAK",514.96,"JAWA BARAT","KAB. SUKABUMI","SMA"
908,67,"69977033","SMA Islam Al Azhar 19",514.907,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
909,92,"20509317","SMAN 1 MAOSPATI",514.802,"JAWA TIMUR","KAB. MAGETAN","SMA"
910,111,"69830525","SMA KEBANGSAAN",514.789,"LAMPUNG","KAB. LAMPUNG SELATAN","SMA"
911,90,"50103117","SMKN 2 DENPASAR",514.752,"BALI","KOTA DENPASAR","SMK"
912,89,"20101627","SMAN 101 JAKARTA",514.715,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
913,88,"20523845","SMAN 1 KENCONG",514.621,"JAWA TIMUR","KAB. JEMBER","SMA"
914,82,"20407373","SMKS INDONESIA YOGYAKARTA",514.586,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
915,51,"50201391","SMAN 1 PRAYA",514.578,"NUSA TENGGARA BARAT","KAB. LOMBOK TENGAH","SMA"
916,51,"60103098","SMAN SIWALIMA AMBON",514.551,"MALUKU","KOTA AMBON","SMA"
917,50,"20102579","SMKN 6 JAKARTA",514.547,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMK"
918,83,"30315160","MAN 2 SAMARINDA",514.545,"KALIMANTAN TIMUR","KOTA SAMARINDA","MA"
919,82,"20519298","SMAN 1 PURWOSARI",514.494,"JAWA TIMUR","KAB. PASURUAN","SMA"
920,73,"30315550","MAN 2 HULU SUNGAI UTARA",514.484,"KALIMANTAN SELATAN","KAB. HULU SUNGAI UTARA","MA"
921,80,"20305026","SMAN 1 PREMBUN",514.431,"JAWA TENGAH","KAB. KEBUMEN","SMA"
922,79,"20311319","SMAN 1 PURWANTORO",514.429,"JAWA TENGAH","KAB. WONOGIRI","SMA"
923,78,"20328866","SMA NEGERI 08",514.391,"JAWA TENGAH","KOTA SEMARANG","SMA"
924,47,"30300697","SMAN 1 PELAIHARI",514.386,"KALIMANTAN SELATAN","KAB. TANAH LAUT","SMA"
925,168,"60725447","SMAS GIBS",514.339,"KALIMANTAN SELATAN","KAB. BARITO KUALA","SMA"
926,75,"20606831","SMAN 5 TANGERANG",514.304,"BANTEN","KOTA TANGERANG","SMA"
927,62,"20411874","SMA ALI MAKSUM",514.276,"DI YOGYAKARTA","KAB. BANTUL","SMA"
928,14,"20276187","SMAN 9 DEPOK",514.268,"JAWA BARAT","KOTA DEPOK","SMA"
929,72,"10303501","SMAN 4 PADANG",514.187,"SUMATERA BARAT","KOTA PADANG","SMA"
930,71,"20500474","SMAN 1 SIDAYU",514.153,"JAWA TIMUR","KAB. GRESIK","SMA"
931,70,"20534387","SMAN 3 KEDIRI",514.149,"JAWA TIMUR","KOTA KEDIRI","SMA"
932,69,"50203310","SMAN 1 SUMBAWA BESAR",514.121,"NUSA TENGGARA BARAT","KAB. SUMBAWA","SMA"
933,68,"20339019","SMA NEGERI 1 JUWANA",514.119,"JAWA TENGAH","KAB. PATI","SMA"
934,67,"20533613","SMAS PANJURA",514.078,"JAWA TIMUR","KOTA MALANG","SMA"
935,66,"20219264","SMA SANTA MARIA 2",514.075,"JAWA BARAT","KOTA BANDUNG","SMA"
936,65,"20306174","SMAN 4 PURWOREJO",514.075,"JAWA TENGAH","KAB. PURWOREJO","SMA"
937,64,"20328911","SMA NEGERI 12",514.068,"JAWA TENGAH","KOTA SEMARANG","SMA"
938,63,"20231719","SMAN 13 BEKASI",514.044,"JAWA BARAT","KOTA BEKASI","SMA"
939,62,"69933838","SMA IT FITHRAH INSANI",514.038,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
940,61,"20312071","SMKN 2 KARANGANYAR",514.031,"JAWA TENGAH","KAB. KARANGANYAR","SMK"
941,96,"69814064","SMAS KRISTEN 2 RANTEPAO",513.938,"SULAWESI SELATAN","KAB. TORAJA UTARA","SMA"
942,59,"50101706","SMAN 1 KUTA SELATAN",513.902,"BALI","KAB. BADUNG","SMA"
943,58,"20303942","SMKN 1 BAWANG",513.845,"JAWA TENGAH","KAB. BANJARNEGARA","SMK"
944,57,"20224114","SMA NEGERI 3 CIMAHI",513.819,"JAWA BARAT","KOTA CIMAHI","SMA"
945,40,"10403425","SMAN 1 TUALANG",513.741,"RIAU","KAB. SIAK","SMA"
946,127,"30105466","SMAN 3 SINGKAWANG",513.677,"KALIMANTAN BARAT","KOTA SINGKAWANG","SMA"
947,54,"20324214","SMAN 1 RANDUDONGKAL",513.662,"JAWA TENGAH","KAB. PEMALANG","SMA"
948,53,"20268524","SMAN 7 KOTA DEPOK",513.66,"JAWA BARAT","KOTA DEPOK","SMA"
949,52,"20302180","SMA NEGERI 1 SUMPIUH",513.627,"JAWA TENGAH","KAB. BANYUMAS","SMA"
950,51,"20340792","SMKN 1 KARANGANYAR",513.62,"JAWA TENGAH","KAB. KARANGANYAR","SMK"
951,47,"20220337","SMAN 8 BOGOR",513.603,"JAWA BARAT","KOTA BOGOR","SMA"
952,49,"20300744","SMK NEGERI 1 CILACAP",513.587,"JAWA TENGAH","KAB. CILACAP","SMK"
953,14,"20520821","SMAN 1 LUMAJANG",513.568,"JAWA TIMUR","KAB. LUMAJANG","SMA"
954,47,"20218378","SMAN 1 CIKARANG SELATAN",513.535,"JAWA BARAT","KAB. BEKASI","SMA"
955,46,"20100796","SMAN 72 JAKARTA",513.507,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
956,181,"20363271","MAS ALI MAKSUM",513.369,"DI YOGYAKARTA","KAB. BANTUL","MA"
957,44,"20103288","SMAN 107 JAKARTA",513.362,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
958,43,"10263738","MAN 1 KOTA BUKITTINGGI",513.322,"SUMATERA BARAT","KOTA BUKITTINGGI","MA"
959,42,"20325305","SMAN 1 BALAPULANG",513.3,"JAWA TENGAH","KAB. TEGAL","SMA"
960,79,"20534408","SMKN 2 KEDIRI",513.255,"JAWA TIMUR","KOTA KEDIRI","SMK"
961,40,"20303248","SMAN 1 REMBANG",513.251,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
962,39,"20177959","MAN 2 JAKARTA",513.227,"DKI JAKARTA","KOTA JAKARTA TIMUR","MA"
963,38,"20517732","SMAN 1 PAGAK",513.227,"JAWA TIMUR","KAB. MALANG","SMA"
964,37,"20503406","SMA NEGERI PLOSO",513.175,"JAWA TIMUR","KAB. JOMBANG","SMA"
965,126,"20603346","SMAS ISLAMIC VILLAGE",513.032,"BANTEN","KAB. TANGERANG","SMA"
966,7,"20537286","SMKN 1 BOYOLANGU",512.948,"JAWA TIMUR","KAB. TULUNGAGUNG","SMK"
967,15,"20532211","SMKN 5 SURABAYA",512.883,"JAWA TIMUR","KOTA SURABAYA","SMK"
968,33,"20532245","SMAN 12 SURABAYA",512.815,"JAWA TIMUR","KOTA SURABAYA","SMA"
969,32,"20508468","SMKN 1 NGAWI",512.807,"JAWA TIMUR","KAB. NGAWI","SMK"
970,31,"60729880","MAN KOTA PALANGKA RAYA",512.801,"KALIMANTAN TENGAH","KOTA PALANGKA RAYA","MA"
971,30,"10816430","MAN 2 PONTIANAK",512.778,"KALIMANTAN BARAT","KOTA PONTIANAK","MA"
972,198,"50102568","SMAN 1 BANGLI",512.728,"BALI","KAB. BANGLI","SMA"
973,28,"20318344","SMA NEGERI 1 BANGSRI",512.706,"JAWA TENGAH","KAB. JEPARA","SMA"
974,146,"20362931","MAN 1 JEPARA",512.672,"JAWA TENGAH","KAB. JEPARA","MA"
975,26,"20501846","SMAN 1 KREMBUNG",512.637,"JAWA TIMUR","KAB. SIDOARJO","SMA"
976,25,"20219244","SMAN 18 BANDUNG",512.607,"JAWA BARAT","KOTA BANDUNG","SMA"
