"Ranking","Gap","NPSN","Sekolah","Nilai.Total","Provinsi","Kab.Kota","Jenis"
243,105,"20401130","SMAN 1 MLATI",552.541,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
244,10,"20309680","SMAN 1 KARANGANOM",552.29,"JAWA TENGAH","KAB. KLATEN","SMA"
245,189,"20320392","SMA SEDES SAPIENTIAE JAMBU",552.173,"JAWA TENGAH","KAB. SEMARANG","SMA"
246,54,"50100337","SMAN 1 SINGARAJA",552.059,"BALI","KAB. BULELENG","SMA"
247,16,"20103306","SMAN 62 JAKARTA",552.054,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
248,133,"10603858","SMA NEGERI 17 PALEMBANG",551.812,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
249,51,"20403145","SMAS STELLA DUCE 1",551.806,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
250,37,"20535464","UPT SMA NEGERI 1 PASURUAN",551.762,"JAWA TIMUR","KOTA PASURUAN","SMA"
251,31,"20536288","SMAN 1 PROBOLINGGO",551.55,"JAWA TIMUR","KOTA PROBOLINGGO","SMA"
252,42,"20402778","SMA NEGERI 2 WATES",551.514,"DI YOGYAKARTA","KAB. KULON PROGO","SMA"
253,82,"20400406","SMA NEGERI 1 BANGUNTAPAN",551.296,"DI YOGYAKARTA","KAB. BANTUL","SMA"
254,129,"20306176","SMAN 2 PURWOREJO",551.219,"JAWA TENGAH","KAB. PURWOREJO","SMA"
255,17,"20219312","SMAN 4 BANDUNG",550.954,"JAWA BARAT","KOTA BANDUNG","SMA"
256,77,"20603368","SMAN 3 KOTA TANGERANG SELATAN",550.881,"BANTEN","KOTA TANGERANG SELATAN","SMA"
257,87,"10807561","SMAN 1 METRO",550.85,"LAMPUNG","KOTA METRO","SMA"
258,4,"20400391","SMA NEGERI 1 JETIS",550.777,"DI YOGYAKARTA","KAB. BANTUL","SMA"
259,31,"69762788","SMAN 3 TARUTUNG",550.503,"SUMATERA UTARA","KAB. TAPANULI UTARA","SMA"
260,1,"20223817","SMAN 3 KOTA DEPOK",550.417,"JAWA BARAT","KOTA DEPOK","SMA"
261,68,"20532244","SMAN 11 SURABAYA",550.296,"JAWA TIMUR","KOTA SURABAYA","SMA"
262,79,"20533640","SMAN 8",550.211,"JAWA TIMUR","KOTA MALANG","SMA"
263,100,"69929336","SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL",550.155,"JAWA TENGAH","KAB. SRAGEN","SMA"
264,16,"20321439","SMA NEGERI 2 TEMANGGUNG",550.053,"JAWA TENGAH","KAB. TEMANGGUNG","SMA"
265,5,"20517739","SMAN 1 LAWANG",549.93,"JAWA TIMUR","KAB. MALANG","SMA"
266,123,"20219265","SMAS ST MARIA 1 BANDUNG",549.906,"JAWA BARAT","KOTA BANDUNG","SMA"
267,258,"20327565","SMAN 4 MAGELANG",549.88,"JAWA TENGAH","KOTA MAGELANG","SMA"
268,1,"40320336","SMAS ZION",549.78,"SULAWESI SELATAN","KOTA MAKASSAR","SMA"
269,8,"10807063","SMAN 2 BANDAR LAMPUNG",549.758,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
270,81,"69765089","SMAS ISLAM ATHIRAH",549.709,"SULAWESI SELATAN","KAB. BONE","SMA"
271,39,"20103298","SMAN 44 JAKARTA",549.579,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
272,114,"20328913","SMA SEDES SAPIENTIAE",549.523,"JAWA TENGAH","KOTA SEMARANG","SMA"
273,53,"20315697","SMA NEGERI 1 REMBANG",549.322,"JAWA TENGAH","KAB. REMBANG","SMA"
274,155,"20327972","SMAN 7 SURAKARTA",549.31,"JAWA TENGAH","KOTA SURAKARTA","SMA"
275,84,"20502727","SMAN 1 SOOKO",549.292,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
276,58,"20532263","SMAN 9 SURABAYA",549.251,"JAWA TIMUR","KOTA SURABAYA","SMA"
277,105,"20253130","SMAS IT AL BINA",549.22,"JAWA BARAT","KAB. BEKASI","SMA"
278,53,"69941598","MAN INSAN CENDEKIA SIAK",548.983,"RIAU","KAB. SIAK","MA"
279,67,"20328892","SMA NEGERI 06",548.857,"JAWA TENGAH","KOTA SEMARANG","SMA"
280,136,"20246730","SMAS GLOBAL PRESTASI",548.705,"JAWA BARAT","KOTA BEKASI","SMA"
281,49,"20103310","SMAN 54 JAKARTA",548.698,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
282,29,"69968020","SMA AL AZHAR SYIFA BUDI PARAHYANGAN",548.672,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
283,3,"69964214","SMA NEGERI TARUNA NALA JAWA TIMUR",548.593,"JAWA TIMUR","KOTA MALANG","SMA"
284,116,"10807016","SMA S XAVERIUS BANDAR LAMPUNG",548.331,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
285,43,"20103257","SMAN 98 JAKARTA",548.294,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
286,18,"20400390","SMA NEGERI 1 KASIHAN",548.158,"DI YOGYAKARTA","KAB. BANTUL","SMA"
287,14,"69756117","SMAS AL - AZHAR MANDIRI PALU",548.016,"SULAWESI TENGAH","KOTA PALU","SMA"
288,65,"20580089","MAN 1 KOTA MALANG",548.008,"JAWA TIMUR","KOTA MALANG","MA"
289,48,"10261532","SMA UNGGULAN CT FOUNDATION",547.921,"SUMATERA UTARA","KAB. DELI SERDANG","SMA"
290,66,"20309689","SMAN 2 KLATEN",547.911,"JAWA TENGAH","KAB. KLATEN","SMA"
291,12,"20549721","SMAS AL HIKMAH SURABAYA",547.698,"JAWA TIMUR","KOTA SURABAYA","SMA"
292,33,"20223045","SMAN 4 BEKASI",547.656,"JAWA BARAT","KOTA BEKASI","SMA"
293,16,"20324216","SMAN 1 PEMALANG",547.635,"JAWA TENGAH","KAB. PEMALANG","SMA"
294,61,"20534389","SMAN 1 KEDIRI",547.579,"JAWA TIMUR","KOTA KEDIRI","SMA"
295,17,"20605093","SMAN 1 KOTA SERANG",547.415,"BANTEN","KOTA SERANG","SMA"
296,10,"20532247","SMAN 4 SURABAYA",547.384,"JAWA TIMUR","KOTA SURABAYA","SMA"
297,30,"20223075","SMAS MARSUDIRINI",547.337,"JAWA BARAT","KOTA BEKASI","SMA"
298,147,"20246430","SMAS ISLAM DIAN DIDAKTIKA",547.313,"JAWA BARAT","KOTA DEPOK","SMA"
299,39,"20238516","SMAN 2 BOGOR",547.212,"JAWA BARAT","KOTA BOGOR","SMA"
300,69,"20265518","SMAS ALFA CENTAURI",547.147,"JAWA BARAT","KOTA BANDUNG","SMA"
301,77,"20313048","SMAN 1 GEMOLONG",547.028,"JAWA TENGAH","KAB. SRAGEN","SMA"
302,35,"69775444","SMAS IT UMMUL QURO",546.827,"JAWA BARAT","KOTA BOGOR","SMA"
303,35,"20219241","SMAN 12 BANDUNG",546.784,"JAWA BARAT","KOTA BANDUNG","SMA"
304,86,"20277214","MAS HUSNUL KHOTIMAH",546.771,"JAWA BARAT","KAB. KUNINGAN","MA"
305,13,"20407427","SMK SMTI",546.739,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMK"
306,11,"20258396","SMAS IT AS-SYIFA BOARDING SCHOOL",546.721,"JAWA BARAT","KAB. SUBANG","SMA"
307,91,"20330921","SMA TRENSAINS MUHAMMADIYAH SRAGEN",546.504,"JAWA TENGAH","KAB. SRAGEN","SMA"
308,144,"20502726","SMAN 1 PURI",546.237,"JAWA TIMUR","KAB. MOJOKERTO","SMA"
309,66,"20200681","SMAN 1 CILEUNGSI",546.078,"JAWA BARAT","KAB. BOGOR","SMA"
310,42,"20102216","SMAN 3 JAKARTA",545.982,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
311,217,"20269747","SMA NURUL FIKRI BOARDING SCHOOL LEMBANG",545.915,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
312,83,"20525856","SMAN 1 GLAGAH",545.879,"JAWA TIMUR","KAB. BANYUWANGI","SMA"
313,18,"50102079","SMAN 1 GIANYAR",545.629,"BALI","KAB. GIANYAR","SMA"
314,85,"20219270","SMAS KRIDA NUSANTARA",545.606,"JAWA BARAT","KOTA BANDUNG","SMA"
315,49,"20328449","SMAN 3 SALATIGA",545.553,"JAWA TENGAH","KOTA SALATIGA","SMA"
316,41,"20402137","SMAN 2 WONOSARI",545.534,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMA"
317,15,"20219253","SMAN 20 BANDUNG",545.445,"JAWA BARAT","KOTA BANDUNG","SMA"
318,87,"20514344","SMAN 1 TALUN",545.372,"JAWA TIMUR","KAB. BLITAR","SMA"
319,65,"20511011","SMAN 1 PACITAN",545.249,"JAWA TIMUR","KAB. PACITAN","SMA"
320,75,"10502884","SMAN TITIAN TERAS",545.207,"JAMBI","KAB. MUARO JAMBI","SMA"
321,209,"69786332","SMA ISLAM TERPADU AL USWAH",545.206,"JAWA TIMUR","KOTA SURABAYA","SMA"
322,220,"69941830","MAN INSAN CENDEKIA PASER",545.066,"KALIMANTAN TIMUR","KAB. PASER","MA"
323,62,"10807024","SMA S AL KAUTSAR ",545.039,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
324,26,"50204503","SMA NEGERI 1 MATARAM",544.864,"NUSA TENGGARA BARAT","KOTA MATARAM","SMA"
325,226,"20107334","SMA TARAKANITA 1 JAKARTA",544.8,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
326,21,"20307714","SMAN 1 KOTA MUNGKID",544.613,"JAWA TENGAH","KAB. MAGELANG","SMA"
327,155,"20606848","SMAN 2 TANGERANG",544.59,"BANTEN","KOTA TANGERANG","SMA"
328,43,"20231283","SMAS BUNDA HATI KUDUS",544.573,"JAWA BARAT","KAB. BOGOR","SMA"
329,89,"20229167","SMAN 5 KOTA DEPOK",544.314,"JAWA BARAT","KOTA DEPOK","SMA"
330,26,"20527233","SMAN 1 PAMEKASAN",544.296,"JAWA TIMUR","KAB. PAMEKASAN","SMA"
331,42,"20603342","SMAS ISLAM AL-AZHAR BSD",544.195,"BANTEN","KOTA TANGERANG SELATAN","SMA"
332,99,"30401809","SMAS YAYASAN PUPUK KALTIM BONTANG",544.124,"KALIMANTAN TIMUR","KOTA BONTANG","SMA"
333,25,"30105074","SMA KATOLIK SANTU PETRUS PONTIANAK",544.055,"KALIMANTAN BARAT","KOTA PONTIANAK","SMA"
334,98,"20309684","SMAN 1 CAWAS",543.854,"JAWA TENGAH","KAB. KLATEN","SMA"
335,243,"20514347","SMAN 1 SRENGAT",543.853,"JAWA TIMUR","KAB. BLITAR","SMA"
336,46,"20501701","SMAN 3 SIDOARJO",543.815,"JAWA TIMUR","KAB. SIDOARJO","SMA"
337,91,"20253167","SMAS ISLAM AL-AZHAR 4",543.717,"JAWA BARAT","KOTA BEKASI","SMA"
338,29,"20219271","SMAN 1 BANDUNG",543.569,"JAWA BARAT","KOTA BANDUNG","SMA"
339,80,"20523847","SMAN 2 JEMBER",543.555,"JAWA TIMUR","KAB. JEMBER","SMA"
340,51,"20509318","SMAN 1 MAGETAN",543.511,"JAWA TIMUR","KAB. MAGETAN","SMA"
341,116,"69949652","SMA Muhammadiyah Program Khusus Kottabarat Surakarta",543.233,"JAWA TENGAH","KOTA SURAKARTA","SMA"
342,30,"20314885","SMAN 1 BLORA",543.167,"JAWA TENGAH","KAB. BLORA","SMA"
343,108,"20223046","SMAN 3 BEKASI",543.132,"JAWA BARAT","KOTA BEKASI","SMA"
344,149,"20519299","SMAN 1 PANDAAN",543.051,"JAWA TIMUR","KAB. PASURUAN","SMA"
345,341,"20577343","SMAS AR-ROHMAH PUTRI BOARDING SCHOOL DAU",542.835,"JAWA TIMUR","KAB. MALANG","SMA"
346,77,"20103281","SMAN 31 JAKARTA",542.713,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
347,149,"20302170","SMAN 1 AJIBARANG",542.54,"JAWA TENGAH","KAB. BANYUMAS","SMA"
348,83,"10609651","SMA KUSUMA BANGSA PALEMBANG",542.312,"SUMATERA SELATAN","KOTA PALEMBANG","SMA"
349,85,"50103125","SMAN 3 DENPASAR",542.261,"BALI","KOTA DENPASAR","SMA"
350,53,"20401315","SMKN 2 DEPOK",542.135,"DI YOGYAKARTA","KAB. SLEMAN","SMK"
351,454,"20400373","SMA NEGERI 1 SANDEN",542.055,"DI YOGYAKARTA","KAB. BANTUL","SMA"
352,3,"10310795","SMAN 3 PAINAN",542.028,"SUMATERA BARAT","KAB. PESISIR SELATAN","SMA"
353,234,"20341603","SMAS AL IRSYAD AL ISLAMIYYAH",541.846,"JAWA TENGAH","KAB. BANYUMAS","SMA"
354,35,"10702412","SMAN 5 BENGKULU",541.748,"BENGKULU","KOTA BENGKULU","SMA"
355,22,"10601344","SMAN 4 LAHAT",541.656,"SUMATERA SELATAN","KAB. LAHAT","SMA"
356,85,"69816259","SMA IBNU HAJAR BOARDING SCHOOL",541.645,"JAWA BARAT","KOTA DEPOK","SMA"
357,19,"20276416","SMAS LABSCHOOL CIBUBUR",541.475,"JAWA BARAT","KOTA BEKASI","SMA"
358,153,"10404019","SMA NEGERI 8 PEKANBARU",541.295,"RIAU","KOTA PEKANBARU","SMA"
359,38,"20320387","SMA NEGERI 1 AMBARAWA",541.211,"JAWA TENGAH","KAB. SEMARANG","SMA"
360,82,"69986335","SMA IT AT TAUFIQ",541.016,"JAWA BARAT","KOTA BOGOR","SMA"
361,157,"20327967","SMAN 2 SURAKARTA",540.91,"JAWA TENGAH","KOTA SURAKARTA","SMA"
362,44,"20219243","SMAN 11 BANDUNG",540.837,"JAWA BARAT","KOTA BANDUNG","SMA"
363,153,"20302171","SMA NEGERI 1 BANYUMAS",540.807,"JAWA TENGAH","KAB. BANYUMAS","SMA"
364,170,"20503413","SMA NEGERI 3 JOMBANG",540.804,"JAWA TIMUR","KAB. JOMBANG","SMA"
365,88,"10900459","SMAN 1 TANJUNG PANDAN",540.759,"KEPULAUAN BANGKA BELITUNG","KAB. BELITUNG","SMA"
366,77,"20223033","SMAN 2 BEKASI",540.754,"JAWA BARAT","KOTA BEKASI","SMA"
367,5,"20305025","SMAN 2 KEBUMEN",540.737,"JAWA TENGAH","KAB. KEBUMEN","SMA"
368,136,"20102217","SMAN 29 JAKARTA",540.698,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
369,23,"20200885","SMAN 1 CIBINONG",540.592,"JAWA BARAT","KAB. BOGOR","SMA"
370,39,"20501702","SMAN 2 SIDOARJO",540.552,"JAWA TIMUR","KAB. SIDOARJO","SMA"
371,131,"20100797","SMAN 52 JAKARTA",540.492,"DKI JAKARTA","KOTA JAKARTA UTARA","SMA"
372,21,"20363283","MAS MUALLIMAAT MUHAMMADIYAH",540.492,"DI YOGYAKARTA","KOTA YOGYAKARTA","MA"
373,187,"20101587","SMAN 84 JAKARTA",540.148,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
374,20,"30304597","SMAN 1 BANJARBARU",540.136,"KALIMANTAN SELATAN","KOTA BANJARBARU","SMA"
375,32,"69822684","SMAS DARUL HIKAM INTERNASIONAL",540.075,"JAWA BARAT","KAB. BANDUNG BARAT","SMA"
376,178,"20102562","SMAN 97 JAKARTA",539.958,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
377,114,"20603359","SMAN 1 KOTA TANGERANG SELATAN",539.949,"BANTEN","KOTA TANGERANG SELATAN","SMA"
378,103,"20212956","SMA NEGERI 2 KUNINGAN",539.936,"JAWA BARAT","KAB. KUNINGAN","SMA"
379,121,"20177932","MAN 4 JAKARTA",539.913,"DKI JAKARTA","KOTA JAKARTA SELATAN","MA"
380,85,"20400371","SMA NEGERI 1 SEWON",539.822,"DI YOGYAKARTA","KAB. BANTUL","SMA"
381,77,"20103311","SMAN 53 JAKARTA",539.725,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
382,8,"20606814","SMAN 8 TANGERANG",539.7,"BANTEN","KOTA TANGERANG","SMA"
383,112,"20505008","SMAN 2 TUBAN",539.626,"JAWA TIMUR","KAB. TUBAN","SMA"
384,36,"11000360","SMAN 1 BATAM",539.516,"KEPULAUAN RIAU","KOTA BATAM","SMA"
385,75,"20402128","SMKN 1 WONOSARI",539.45,"DI YOGYAKARTA","KAB. GUNUNG KIDUL","SMK"
386,111,"40310832","SMA NEGERI 5 PAREPARE",539.336,"SULAWESI SELATAN","KOTA PAREPARE","SMA"
387,132,"20102572","SMAN 63 JAKARTA",539.329,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
388,273,"20200686","SMAS DWI WARNA",539.322,"JAWA BARAT","KAB. BOGOR","SMA"
389,112,"20217357","SMAN 1 PURWAKARTA",539.254,"JAWA BARAT","KAB. PURWAKARTA","SMA"
390,20,"20222364","SMAN 1 CIREBON",539.181,"JAWA BARAT","KOTA CIREBON","SMA"
391,25,"10498812","MAN 2 PEKANBARU",539.071,"RIAU","KOTA PEKANBARU","MA"
392,16,"20404171","SMAS IT ABU BAKAR",539.032,"DI YOGYAKARTA","KOTA YOGYAKARTA","SMA"
393,29,"20411891","MAN 3 SLEMAN",538.888,"DI YOGYAKARTA","KAB. SLEMAN","MA"
394,21,"20308448","SMAN 3 BOYOLALI",538.867,"JAWA TENGAH","KAB. BOYOLALI","SMA"
395,27,"20322744","SMA NEGERI 1 BATANG",538.198,"JAWA TENGAH","KAB. BATANG","SMA"
396,149,"20310425","SMAN 1 KARTASURA",538.069,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
397,40,"20409801","SMA BUDI MULIA DUA",538.063,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
398,202,"20321428","SMA NEGERI 1 PARAKAN",537.956,"JAWA TENGAH","KAB. TEMANGGUNG","SMA"
399,72,"20302169","SMAN 5 PURWOKERTO",537.946,"JAWA TENGAH","KAB. BANYUMAS","SMA"
400,25,"20310421","SMAN 3 SUKOHARJO",537.918,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
401,21,"20603371","SMAS PLUS PEMBANGUNAN JAYA",537.88,"BANTEN","KOTA TANGERANG SELATAN","SMA"
402,113,"20220329","SMAS KESATUAN",537.731,"JAWA BARAT","KOTA BOGOR","SMA"
403,144,"20401132","SMAN 2 NGAGLIK",537.698,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
404,59,"20216938","SMAN 1 SUBANG",537.625,"JAWA BARAT","KAB. SUBANG","SMA"
405,172,"20606847","SMAN 3 TANGERANG",537.552,"BANTEN","KOTA TANGERANG","SMA"
406,27,"69862591","SMA N 2 SUMATERA BARAT",537.534,"SUMATERA BARAT","KAB. SOLOK","SMA"
407,10,"40307369","SMAS KATOLIK RAJAWALI",537.515,"SULAWESI SELATAN","KOTA MAKASSAR","SMA"
408,30,"20603328","SMAS KATOLIK MATER DEI",537.321,"BANTEN","KOTA TANGERANG SELATAN","SMA"
409,143,"20317483","SMAN 1 BAE KUDUS",537.166,"JAWA TENGAH","KAB. KUDUS","SMA"
410,77,"20103286","SMAN 113 JAKARTA",537.122,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
411,15,"69816324","SMA IT AL BAYYINAH",537.094,"RIAU","KOTA PEKANBARU","SMA"
412,201,"20331978","SMAN 2 MAGELANG",537.09,"JAWA TENGAH","KOTA MAGELANG","SMA"
413,157,"20534125","SMAN 1 MADIUN",537.026,"JAWA TIMUR","KOTA MADIUN","SMA"
414,125,"20328879","SMA NEGERI 11",536.909,"JAWA TENGAH","KOTA SEMARANG","SMA"
415,13,"20220335","SMAN 6 BOGOR",536.838,"JAWA BARAT","KOTA BOGOR","SMA"
416,59,"20224124","SMA SANTA MARIA 3",536.568,"JAWA BARAT","KOTA CIMAHI","SMA"
417,138,"20103290","SMAN 105 JAKARTA",536.531,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
418,67,"20532246","SMAN 13 SURABAYA",536.497,"JAWA TIMUR","KOTA SURABAYA","SMA"
419,6,"30401067","SMA Negeri 10 Samarinda",536.398,"KALIMANTAN TIMUR","KOTA SAMARINDA","SMA"
420,41,"20533641","SMAN 9 Malang",536.327,"JAWA TIMUR","KOTA MALANG","SMA"
421,5,"50103127","SMAN 1 DENPASAR",536.282,"BALI","KOTA DENPASAR","SMA"
422,190,"20102573","SMAN 60 JAKARTA",536.231,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
423,228,"20361201","SMAS INSAN CENDIKIA AL-MUJTABA",536.196,"JAWA TENGAH","KAB. SUKOHARJO","SMA"
424,267,"20303231","SMAN 1 BOBOTSARI",536.19,"JAWA TENGAH","KAB. PURBALINGGA","SMA"
425,149,"20401133","SMAN 2 SLEMAN",536.187,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
426,185,"20533638","SMAS KATOLIK COR YESU",536.027,"JAWA TIMUR","KOTA MALANG","SMA"
427,72,"20101586","SMAN 85 JAKARTA",536.009,"DKI JAKARTA","KOTA JAKARTA BARAT","SMA"
428,18,"20280604","SMAS FUTURE GATE",536.002,"JAWA BARAT","KOTA BEKASI","SMA"
429,63,"20501705","SMAN 1 TAMAN",535.975,"JAWA TIMUR","KAB. SIDOARJO","SMA"
430,73,"20103219","SMAS FONS VITAE 1 JAKARTA",535.966,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
431,105,"20206151","SMAN 1 BALEENDAH",535.787,"JAWA BARAT","KAB. BANDUNG","SMA"
432,169,"20323398","SMA NEGERI 1 KAJEN",535.722,"JAWA TENGAH","KAB. PEKALONGAN","SMA"
433,22,"20532232","SMAN 21 SURABAYA",535.716,"JAWA TIMUR","KOTA SURABAYA","SMA"
434,13,"20227474","SMAN 1 GARUT",535.483,"JAWA BARAT","KAB. GARUT","SMA"
435,121,"20100224","SMAN 30 JAKARTA",535.446,"DKI JAKARTA","KOTA JAKARTA PUSAT","SMA"
436,180,"20363060","MAN 1 SURAKARTA",535.421,"JAWA TENGAH","KOTA SURAKARTA","MA"
437,126,"69975824","MAN INSAN CENDEKIA KOTA KENDARI",535.411,"SULAWESI TENGGARA","KOTA KENDARI","MA"
438,34,"20363284","MAS MUALLIMIN MUHAMMADIYAH",535.371,"DI YOGYAKARTA","KOTA YOGYAKARTA","MA"
439,277,"20300731","SMA NEGERI 1 MAOS",535.365,"JAWA TENGAH","KAB. CILACAP","SMA"
440,44,"40301037","SMAN 5 GOWA",535.283,"SULAWESI SELATAN","KAB. GOWA","SMA"
441,121,"20102213","SMAN 37 JAKARTA",535.271,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
442,32,"20321425","SMK NEGERI 1 TEMANGGUNG",535.175,"JAWA TENGAH","KAB. TEMANGGUNG","SMK"
443,162,"20103299","SMAN 89 JAKARTA",535.1,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
444,94,"20318343","SMA NEGERI 1 JEPARA",535.09,"JAWA TENGAH","KAB. JEPARA","SMA"
445,147,"20401126","SMAN 1 PRAMBANAN",534.993,"DI YOGYAKARTA","KAB. SLEMAN","SMA"
446,21,"69759180","SMA ISLAM SINAR CENDEKIA",534.955,"BANTEN","KOTA TANGERANG SELATAN","SMA"
447,88,"10496358","SMAS PLUS TARUNA ANDALAN",534.947,"RIAU","KAB. PELALAWAN","SMA"
448,92,"20501784","SMAN 1 KRIAN",534.873,"JAWA TIMUR","KAB. SIDOARJO","SMA"
449,21,"20224113","SMA NEGERI 1 CIMAHI",534.751,"JAWA BARAT","KOTA CIMAHI","SMA"
450,26,"20206209","SMAN 1 MARGAHAYU",534.648,"JAWA BARAT","KAB. BANDUNG","SMA"
451,56,"30401487","SMAN 5 BALIKPAPAN SELATAN",534.516,"KALIMANTAN TIMUR","KOTA BALIKPAPAN","SMA"
452,53,"20271471","SMA IT DARUL QUR AN",534.403,"JAWA BARAT","KAB. BOGOR","SMA"
453,33,"20323399","SMA NEGERI 1 KEDUNGWUNI",534.335,"JAWA TENGAH","KAB. PEKALONGAN","SMA"
454,153,"20102566","SMAN 82 JAKARTA",534.273,"DKI JAKARTA","KOTA JAKARTA SELATAN","SMA"
455,25,"10210873","SMAN 1 MEDAN",533.991,"SUMATERA UTARA","KOTA MEDAN","SMA"
456,10,"20532217","SMAN 17 SURABAYA",533.973,"JAWA TIMUR","KOTA SURABAYA","SMA"
457,165,"20103291","SMAN 104 JAKARTA",533.958,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
458,15,"10107194","SMAN 10 FAJAR HARAPAN BANDA ACEH",533.949,"ACEH","KOTA BANDA ACEH","SMA"
459,70,"20533664","SMAN 2",533.946,"JAWA TIMUR","KOTA MALANG","SMA"
460,30,"20220334","SMAN 4 BOGOR",533.906,"JAWA BARAT","KOTA BOGOR","SMA"
461,14,"10901104","SMAN 1 PANGKAL PINANG",533.713,"KEPULAUAN BANGKA BELITUNG","KOTA PANGKALPINANG","SMA"
462,36,"20337604","SMK NEGERI 7 SEMARANG",533.71,"JAWA TENGAH","KOTA SEMARANG","SMK"
463,95,"30105212","SMAN 3 PONTIANAK",533.687,"KALIMANTAN BARAT","KOTA PONTIANAK","SMA"
464,11,"20103297","SMAN 42 JAKARTA",533.626,"DKI JAKARTA","KOTA JAKARTA TIMUR","SMA"
465,61,"20532138","SMAS KATOLIK SANTA AGNES",533.59,"JAWA TIMUR","KOTA SURABAYA","SMA"
466,132,"20229166","SMAN 4 KOTA DEPOK",533.562,"JAWA BARAT","KOTA DEPOK","SMA"
467,132,"20508480","SMAN 1 NGAWI",533.528,"JAWA TIMUR","KAB. NGAWI","SMA"
468,21,"20500477","SMAN 1 MANYAR",533.494,"JAWA TIMUR","KAB. GRESIK","SMA"
469,97,"20224511","SMA NEGERI 1 TASIKMALAYA",533.288,"JAWA BARAT","KOTA TASIKMALAYA","SMA"
470,146,"40311951","SMAN 17 MAKASSAR",533.271,"SULAWESI SELATAN","KOTA MAKASSAR","SMA"
471,148,"20363211","MAS AL IRSYAD",533.195,"JAWA TENGAH","KAB. SEMARANG","MA"
472,18,"20313845","SMAN 1 PURWODADI",533.095,"JAWA TENGAH","KAB. GROBOGAN","SMA"
473,160,"20328939","SMA NEGERI 09",532.954,"JAWA TENGAH","KOTA SEMARANG","SMA"
474,95,"20330331","SMKN 1 KARANGANYAR",532.843,"JAWA TENGAH","KAB. KEBUMEN","SMK"
475,35,"30401490","SMAN 2 BALIKPAPAN UTARA",532.773,"KALIMANTAN TIMUR","KOTA BALIKPAPAN","SMA"
476,181,"20507733","SMAN 1 MEJAYAN",532.77,"JAWA TIMUR","KAB. MADIUN","SMA"
477,251,"20402788","SMK NEGERI 1 PENGASIH",532.725,"DI YOGYAKARTA","KAB. KULON PROGO","SMK"
478,60,"69823287","SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL",532.715,"JAWA TENGAH","KOTA SURAKARTA","SMA"
479,197,"20221561","SMAN 3 SUKABUMI",532.696,"JAWA BARAT","KOTA SUKABUMI","SMA"
480,140,"20219306","SMAN 6 BANDUNG",532.575,"JAWA BARAT","KOTA BANDUNG","SMA"
481,54,"50102779","SMAN 2 AMLAPURA",532.547,"BALI","KAB. KARANG ASEM","SMA"
482,274,"20328891","SMA NEGERI 07",532.45,"JAWA TENGAH","KOTA SEMARANG","SMA"
483,111,"69859740","SMA ISLAM SABILILLAH",532.429,"JAWA TIMUR","KOTA MALANG","SMA"
484,6,"20229168","SMAN 6 KOTA DEPOK",532.417,"JAWA BARAT","KOTA DEPOK","SMA"
485,230,"20534749","SMAN 2",532.376,"JAWA TIMUR","KOTA MOJOKERTO","SMA"
486,178,"10807070","SMAN 9 BANDAR LAMPUNG",532.353,"LAMPUNG","KOTA BANDAR LAMPUNG","SMA"
